instanceid,id,opmode,entityid,observedat,subproperties,unitcode,datasetid,valuetype,text,boolean,number,datetime,compound,geopoint,geomultipoint,geopolygon,geomultipolygon,geolinestring,geomultilinestring,ts
urn:ngsi-ld:attribute:instance:6b419446-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 09:00:00,f,DD,None,Number,,,109,,,,,,,,,2026-04-07 09:51:58.765000
urn:ngsi-ld:attribute:instance:6b4194e6-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 09:51:58.765000
urn:ngsi-ld:attribute:instance:6b419586-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8489X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 09:51:58.765000
urn:ngsi-ld:attribute:instance:6b42f868-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,,None,Number,,,39.95728,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42f94e-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,,None,Number,,,-0.071967,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42f9f8-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,CEL,None,Number,,,17.7,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42faa2-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,P1,None,Number,,,55,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42fb42-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,HPA,None,Number,,,1016.3,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42fbec-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,MTS,None,Number,,,1.5,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42fc96-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,DD,None,Number,,,104,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42fd40-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b42fde0-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8500A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 09:51:58.775000
urn:ngsi-ld:attribute:instance:6b4471ac-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,,None,Number,,,40.798426,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b4472c4-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,,None,Number,,,-0.315396,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b44736e-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,CEL,None,Number,,,17.5,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b447418-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,P1,None,Number,,,38,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b4474b8-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,MTS,None,Number,,,0.4,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b447558-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,DD,None,Number,,,167,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b447602-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b4476ac-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9561X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 09:51:58.784000
urn:ngsi-ld:attribute:instance:6b45e1ae-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,,None,Number,,,40.621663,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e2a8-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,,None,Number,,,-0.101819,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e366-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,CEL,None,Number,,,17.5,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e41a-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,P1,None,Number,,,37,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e4c4-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,MTS,None,Number,,,2.4,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e56e-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,DD,None,Number,,,80,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e618-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b45e6b8-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 09:51:58.794000
urn:ngsi-ld:attribute:instance:6b475264-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,,None,Number,,,40.498608,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b475340-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,,None,Number,,,-0.186663,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b4753ea-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,CEL,None,Number,,,15.2,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b47548a-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,P1,None,Number,,,37,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b475534-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,HPA,None,Number,,,883.4,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b4755d4-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,MTS,None,Number,,,4.9,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b47567e-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,DD,None,Number,,,124,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b475728-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b4757c8-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 09:51:58.803000
urn:ngsi-ld:attribute:instance:6b48aec0-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,,None,Number,,,40.820278,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48afba-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,,None,Number,,,0.493333,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b064-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,CEL,None,Number,,,19.4,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b118-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,P1,None,Number,,,49,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b1c2-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,HPA,None,Number,,,1017.3,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b26c-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,MTS,None,Number,,,1.4,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b316-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,DD,None,Number,,,172,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b3c0-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:6b48b460-3267-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 09:51:58.812000
urn:ngsi-ld:attribute:instance:a79a04a6-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,,None,Number,,,38.784167,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a05be-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,,None,Number,,,0.166667,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a067c-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,CEL,None,Number,,,17.4,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a0730-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,P1,None,Number,,,64,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a07da-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,HPA,None,Number,,,1020.2,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a088e-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,MTS,None,Number,,,3.9,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a0938-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,DD,None,Number,,,358,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a09e2-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79a0a96-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 10:22:17.995000
urn:ngsi-ld:attribute:instance:a79c7088-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,,None,Number,,,38.904444,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c7178-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,,None,Number,,,-0.065,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c7222-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,CEL,None,Number,,,17.1,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c72c2-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,P1,None,Number,,,57,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c736c-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,HPA,None,Number,,,1021.8,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c7416-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,MTS,None,Number,,,3,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c74c0-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,DD,None,Number,,,11,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c7560-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a79c7600-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 10:22:18.011000
urn:ngsi-ld:attribute:instance:a7c1eed0-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,,None,Number,,,38.950299,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1efc0-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,,None,Number,,,-0.137697,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1f06a-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,CEL,None,Number,,,17.6,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1f11e-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,P1,None,Number,,,52,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1f1c8-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,MTS,None,Number,,,2.5,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1f268-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,DD,None,Number,,,14,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1f312-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c1f3b2-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 10:22:18.257000
urn:ngsi-ld:attribute:instance:a7c88eac-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,,None,Number,,,38.710917,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c88fd8-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,,None,Number,,,-0.460071,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c8908c-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,CEL,None,Number,,,15.2,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c89140-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,P1,None,Number,,,60,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c891ea-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,MTS,None,Number,,,1.6,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c89294-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,DD,None,Number,,,90,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c8933e-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 09:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7c893e8-326b-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T09:00:00+0000""}",,,,,,,2026-04-07 10:22:18.300000
urn:ngsi-ld:attribute:instance:a7cd97c6-326b-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8300X,2026-04-07 09:00:00,f,,None,Number,,,39.113382,,,,,,,,,2026-04-07 10:22:18.333000
urn:ngsi-ld:attribute:instance:a7cd98c0-326b-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8300X,2026-04-07 09:00:00,f,,None,Number,,,-0.445908,,,,,,,,,2026-04-07 10:22:18.333000
urn:ngsi-ld:attribute:instance:a7cd9974-326b-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8300X,2026-04-07 09:00:00,f,CEL,None,Number,,,17.1,,,,,,,,,2026-04-07 10:22:18.333000
urn:ngsi-ld:attribute:instance:a7cd9a1e-326b-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8300X,2026-04-07 09:00:00,f,P1,None,Number,,,59,,,,,,,,,2026-04-07 10:22:18.333000
urn:ngsi-ld:attribute:instance:a7cd9ac8-326b-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8300X,2026-04-07 09:00:00,f,MTS,None,Number,,,0.9,,,,,,,,,2026-04-07 10:22:18.333000
