instanceid,id,opmode,entityid,observedat,subproperties,unitcode,datasetid,valuetype,text,boolean,number,datetime,compound,geopoint,geomultipoint,geopolygon,geomultipolygon,geolinestring,geomultilinestring,ts
urn:ngsi-ld:attribute:instance:a485d896-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 15:00:00,f,DD,None,Number,,,83,,,,,,,,,2026-04-07 16:41:36.156000
urn:ngsi-ld:attribute:instance:a485d94a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,2026-04-07 15:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.156000
urn:ngsi-ld:attribute:instance:a485d9f4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9562X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T15:00:00+0000""}",,,,,,,2026-04-07 16:41:36.156000
urn:ngsi-ld:attribute:instance:a4879dd4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,,None,Number,,,40.498608,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a4879ec4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,,None,Number,,,-0.186663,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a4879f6e-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,CEL,None,Number,,,16.9,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a487a018-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,P1,None,Number,,,38,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a487a0b8-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,HPA,None,Number,,,881.8,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a487a162-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,MTS,None,Number,,,6.7,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a487a202-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,DD,None,Number,,,107,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a487a2ac-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,2026-04-07 15:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a487a34c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9563X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T15:00:00+0000""}",,,,,,,2026-04-07 16:41:36.167000
urn:ngsi-ld:attribute:instance:a489253c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,,None,Number,,,40.820278,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a4892640-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,,None,Number,,,0.493333,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a48926f4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,CEL,None,Number,,,25,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a48927a8-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,P1,None,Number,,,26,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a4892852-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,HPA,None,Number,,,1014.4,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a48928fc-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,MTS,None,Number,,,4.1,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a48929b0-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,DD,None,Number,,,160,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a4892a50-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,2026-04-07 15:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a4892afa-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:9981A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T15:00:00+0000""}",,,,,,,2026-04-07 16:41:36.178000
urn:ngsi-ld:attribute:instance:a48ab190-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,,None,Number,,,38.784167,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab294-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,,None,Number,,,0.166667,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab348-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,CEL,None,Number,,,19.4,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab3e8-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,P1,None,Number,,,44,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab488-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,HPA,None,Number,,,1017.5,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab532-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,MTS,None,Number,,,4,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab5dc-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,DD,None,Number,,,350,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab686-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48ab726-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8050X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.188000
urn:ngsi-ld:attribute:instance:a48c3a1a-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,,None,Number,,,38.904444,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3b00-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,,None,Number,,,-0.065,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3baa-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,CEL,None,Number,,,16.8,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3c54-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,P1,None,Number,,,74,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3cf4-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,HPA,None,Number,,,1019,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3d9e-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,MTS,None,Number,,,1.4,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3e3e-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,DD,None,Number,,,351,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3ee8-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48c3f88-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.198000
urn:ngsi-ld:attribute:instance:a48dd348-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,,None,Number,,,38.950299,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd438-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,,None,Number,,,-0.137697,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd4e2-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,CEL,None,Number,,,17.8,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd582-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,P1,None,Number,,,67,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd622-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,MTS,None,Number,,,0.4,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd6c2-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,DD,None,Number,,,44,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd76c-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48dd80c-32a0-11f1-a569-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8058Y,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.209000
urn:ngsi-ld:attribute:instance:a48f38f0-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,,None,Number,,,38.710917,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f3ca6-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,,None,Number,,,-0.460071,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f3dbe-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,CEL,None,Number,,,18.5,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f3e7c-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,P1,None,Number,,,53,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f3f26-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,MTS,None,Number,,,2.5,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f3fd0-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,DD,None,Number,,,48,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f407a-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a48f411a-32a0-11f1-a7a7-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8059C,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.218000
urn:ngsi-ld:attribute:instance:a490c3dc-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,,None,Number,,,39.183889,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c512-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,,None,Number,,,-0.371389,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c5ee-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,CEL,None,Number,,,18.7,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c6a2-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,P1,None,Number,,,56,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c74c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,HPA,None,Number,,,1017.9,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c800-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,MTS,None,Number,,,3.1,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c8aa-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,DD,None,Number,,,106,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c94a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a490c9f4-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8325X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.228000
urn:ngsi-ld:attribute:instance:a492634a-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,,None,Number,,,39.311944,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a4926430-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,,None,Number,,,-0.355833,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a49264da-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,CEL,None,Number,,,18.3,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a492658e-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,P1,None,Number,,,71,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a4926638-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,HPA,None,Number,,,1019.2,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a49266d8-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,MTS,None,Number,,,2.8,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a4926778-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,DD,None,Number,,,70,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a4926822-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a49268c2-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8328X,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.239000
urn:ngsi-ld:attribute:instance:a49416cc-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,,None,Number,,,39.485015,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a49417b2-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,,None,Number,,,-0.474677,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a494185c-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,CEL,None,Number,,,19.7,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a49418fc-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/relativeHumidity,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,P1,None,Number,,,47,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a49419b0-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/atmosphericPressure,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,HPA,None,Number,,,1012,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a4941a50-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windSpeed,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,MTS,None,Number,,,3.1,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a4941b04-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/windDirection,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,DD,None,Number,,,90,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a4941bae-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/precipitation,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,2026-04-07 16:00:00,f,MMT,None,Number,,,0,,,,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a4941c58-32a0-11f1-8179-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/dateObserved,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8414A,,f,,None,Compound,,,,,"{""@type"": ""DateTime"", ""@value"": ""2026-04-07T16:00:00+0000""}",,,,,,,2026-04-07 16:41:36.250000
urn:ngsi-ld:attribute:instance:a495a942-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/latitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,,None,Number,,,39.480557,,,,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a495aa64-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/longitude,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,,None,Number,,,-0.366387,,,,,,,,,2026-04-07 16:41:36.260000
urn:ngsi-ld:attribute:instance:a495ab2c-32a0-11f1-aa61-f2be50ea1c5b,https://uri.etsi.org/ngsi-ld/default-context/temperature,Replace,urn:ngsi-ld:WeatherObserved:AEMET:8416Y,2026-04-07 16:00:00,f,CEL,None,Number,,,18.2,,,,,,,,,2026-04-07 16:41:36.260000
